"FaciltyId","Year","Measure","Note"
"260113",2017,"I_006_01","7"
"260113",2018,"I_006_01","7"
"260119",2017,"I_006_01","7"
"260119",2018,"I_006_01","7"
"260138",2017,"I_006_01","7"
"260138",2018,"I_006_01","7"
"260180",2017,"I_006_01","7"
"260180",2018,"I_006_01","7"
"260183",2017,"I_006_01","7"
"260183",2018,"I_006_01","7"
"260193",2017,"I_006_01","7"
"260193",2018,"I_006_01","7"
"263027",2016,"I_006_01","4"
"263028",2016,"I_006_01","4"
"263029",2016,"I_006_01","4"
"263030",2017,"I_006_01","7"
"263030",2018,"I_006_01","7"
"263031",2016,"I_006_01","4"
"263032",2016,"I_006_01","4"
"270012",2017,"I_006_01","7"
"270012",2018,"I_006_01","7"
"270023",2017,"I_006_01","7"
"270023",2018,"I_006_01","7"
"270049",2017,"I_006_01","7"
"270049",2018,"I_006_01","7"
"270087",2017,"I_006_01","7"
"270087",2018,"I_006_01","7"
"280003",2017,"I_006_01","7"
"280003",2018,"I_006_01","7"
"280009",2017,"I_006_01","7"
"280009",2018,"I_006_01","7"
"280023",2017,"I_006_01","7"
"280023",2018,"I_006_01","7"
"280032",2017,"I_006_01","7"
"280032",2018,"I_006_01","7"
"280040",2017,"I_006_01","7"
"280061",2016,"I_006_01","4"
"280061",2017,"I_006_01","7"
"280061",2018,"I_006_01","7"
"280081",2017,"I_006_01","7"
"280125",2017,"I_006_01","7"
"280125",2018,"I_006_01","7"
"283025",2016,"I_006_01","4"
"283026",2017,"I_006_01","5"
"290003",2016,"I_006_01","4"
"290007",2017,"I_006_01","5"
"290007",2018,"I_006_01","5"
"290008",2017,"I_006_01","5"
"290008",2018,"I_006_01","5"
"290009",2017,"I_006_01","2"
"290009",2018,"I_006_01","2"
"290012",2016,"I_006_01","4"
"290019",2017,"I_006_01","5"
"290019",2018,"I_006_01","5"
"290021",2017,"I_006_01","7"
"290021",2018,"I_006_01","7"
"290022",2017,"I_006_01","7"
"290022",2018,"I_006_01","7"
"290032",2017,"I_006_01","7"
"290032",2018,"I_006_01","7"
"290039",2016,"I_006_01","4"
"290041",2016,"I_006_01","4"
"290046",2016,"I_006_01","4"
"290046",2018,"I_006_01","7"
"290049",2016,"I_006_01","4"
"293026",2016,"I_006_01","4"
"293032",2016,"I_006_01","4"
"293033",2016,"I_006_01","4"
"300011",2016,"I_006_01","4"
"300011",2018,"I_006_01","7"
"300019",2017,"I_006_01","7"
"300019",2018,"I_006_01","7"
"300034",2017,"I_006_01","7"
"300034",2018,"I_006_01","7"
"303026",2016,"I_006_01","4"
"303027",2016,"I_006_01","4"
"303027",2017,"I_006_01","7"
"303027",2018,"I_006_01","7"
"310010",2017,"I_006_01","7"
"310010",2018,"I_006_01","7"
"310015",2017,"I_006_01","7"
"310019",2016,"I_006_01","4"
"310029",2016,"I_006_01","4"
"310029",2017,"I_006_01","7"
"310029",2018,"I_006_01","7"
"310034",2016,"I_006_01","4"
"310034",2018,"I_006_01","7"
"310040",2017,"I_006_01","7"
"310040",2018,"I_006_01","7"
"310108",2016,"I_006_01","4"
"313025",2016,"I_006_01","4"
"313027",2016,"I_006_01","4"
"313029",2016,"I_006_01","4"
"313030",2016,"I_006_01","4"
"313032",2016,"I_006_01","4"
"313033",2016,"I_006_01","4"
"313033",2017,"I_006_01","7"
"313033",2018,"I_006_01","7"
"313035",2016,"I_006_01","4"
"313036",2016,"I_006_01","4"
"320004",2017,"I_006_01","7"
"320004",2018,"I_006_01","7"
"320009",2017,"I_006_01","5"
"320009",2018,"I_006_01","5"
"320063",2017,"I_006_01","7"
"320063",2018,"I_006_01","7"
"320065",2017,"I_006_01","5"
"320065",2018,"I_006_01","5"
"320085",2017,"I_006_01","5"
"320085",2018,"I_006_01","5"
"323026",2017,"I_006_01","7"
"323026",2018,"I_006_01","7"
"323027",2016,"I_006_01","4"
"323028",2016,"I_006_01","4"
"323029",2018,"I_006_01","7"
"323032",2016,"I_006_01","4"
"330005",2016,"I_006_01","4"
"330013",2017,"I_006_01","7"
"330013",2018,"I_006_01","7"
"330014",2017,"I_006_01","7"
"330014",2018,"I_006_01","7"
"330024",2016,"I_006_01","4"
"330027",2017,"I_006_01","7"
"330027",2018,"I_006_01","7"
"330043",2016,"I_006_01","4"
"330043",2017,"I_006_01","7"
"330044",2016,"I_006_01","4"
"330046",2017,"I_006_01","7"
"330046",2018,"I_006_01","7"
"330047",2017,"I_006_01","7"
"330047",2018,"I_006_01","7"
"330049",2017,"I_006_01","7"
"330049",2018,"I_006_01","7"
"330053",2017,"I_006_01","5"
"330056",2017,"I_006_01","7"
"330056",2018,"I_006_01","7"
"330058",2017,"I_006_01","7"
"330058",2018,"I_006_01","7"
"330059",2017,"I_006_01","7"
"330059",2018,"I_006_01","7"
"330067",2017,"I_006_01","5"
"330078",2017,"I_006_01","5"
"330078",2018,"I_006_01","5"
"330101",2017,"I_006_01","7"
"330101",2018,"I_006_01","7"
"330102",2017,"I_006_01","7"
"330102",2018,"I_006_01","7"
"330108",2017,"I_006_01","7"
"330108",2018,"I_006_01","7"
"330125",2017,"I_006_01","5"
"330125",2018,"I_006_01","5"
"330126",2016,"I_006_01","4"
"330126",2018,"I_006_01","7"
"330127",2018,"I_006_01","7"
"330128",2018,"I_006_01","7"
"330157",2017,"I_006_01","7"
"330157",2018,"I_006_01","7"
"330159",2017,"I_006_01","5"
"330159",2018,"I_006_01","5"
"330160",2016,"I_006_01","4"
"330160",2018,"I_006_01","2"
"330181",2016,"I_006_01","4"
"330191",2017,"I_006_01","7"
"330191",2018,"I_006_01","7"
"330196",2017,"I_006_01","7"
"330196",2018,"I_006_01","7"
"330199",2017,"I_006_01","7"
"330199",2018,"I_006_01","7"
"330201",2016,"I_006_01","4"
"330202",2017,"I_006_01","7"
"330204",2017,"I_006_01","7"
"330204",2018,"I_006_01","7"
"330211",2017,"I_006_01","5"
"330211",2018,"I_006_01","5"
"330214",2016,"I_006_01","4"
"330219",2016,"I_006_01","4"
"330224",2017,"I_006_01","7"
"330224",2018,"I_006_01","7"
"330231",2017,"I_006_01","7"
"330234",2016,"I_006_01","4"
"330234",2017,"I_006_01","7"
"330234",2018,"I_006_01","7"
"330236",2017,"I_006_01","7"
"330236",2018,"I_006_01","7"
"330239",2017,"I_006_01","7"
"330239",2018,"I_006_01","7"
"330240",2017,"I_006_01","7"
"330240",2018,"I_006_01","7"
"330241",2016,"I_006_01","4"
"330246",2016,"I_006_01","4"
"330259",2016,"I_006_01","4"
"330261",2017,"I_006_01","7"
"330261",2018,"I_006_01","7"
"330279",2016,"I_006_01","4"
"330285",2016,"I_006_01","4"
"330285",2018,"I_006_01","7"
"330290",2017,"I_006_01","5"
"330290",2018,"I_006_01","5"
"330306",2017,"I_006_01","5"
"330306",2018,"I_006_01","5"
"330307",2017,"I_006_01","7"
"330307",2018,"I_006_01","7"
"330350",2017,"I_006_01","7"
"330350",2018,"I_006_01","7"
"330394",2017,"I_006_01","7"
"330394",2018,"I_006_01","7"
"330405",2016,"I_006_01","4"
"330406",2016,"I_006_01","4"
"333030",2017,"I_006_01","3"
"340004",2017,"I_006_01","7"
"340004",2018,"I_006_01","7"
"340008",2017,"I_006_01","7"
"340008",2018,"I_006_01","7"
"340014",2016,"I_006_01","4"
"340014",2017,"I_006_01","7"
"340015",2017,"I_006_01","7"
"340027",2017,"I_006_01","7"
"340027",2018,"I_006_01","7"
"340028",2016,"I_006_01","4"
"340028",2018,"I_006_01","2"
"340040",2016,"I_006_01","4"
"340040",2018,"I_006_01","2"
"340047",2016,"I_006_01","4"
"340047",2018,"I_006_01","2"
"340061",2016,"I_006_01","4"
"340069",2016,"I_006_01","4"
"340069",2018,"I_006_01","2"
"340091",2016,"I_006_01","4"
"340097",2017,"I_006_01","5"
"340097",2018,"I_006_01","5"
"340098",2017,"I_006_01","7"
"340098",2018,"I_006_01","7"
"340107",2017,"I_006_01","7"
"340113",2017,"I_006_01","7"
"340115",2017,"I_006_01","7"
"340116",2017,"I_006_01","7"
"340131",2017,"I_006_01","7"
"340131",2018,"I_006_01","7"
"340132",2017,"I_006_01","7"
"340141",2016,"I_006_01","4"
"340143",2017,"I_006_01","7"
"340147",2016,"I_006_01","4"
"340147",2018,"I_006_01","7"
"340155",2017,"I_006_01","7"
"340155",2018,"I_006_01","7"
"343025",2016,"I_006_01","4"
"343026",2016,"I_006_01","4"
"350006",2017,"I_006_01","7"
"350006",2018,"I_006_01","7"
"350011",2017,"I_006_01","7"
"350011",2018,"I_006_01","7"
"350015",2017,"I_006_01","7"
"350019",2016,"I_006_01","4"
"350019",2017,"I_006_01","7"
"350019",2018,"I_006_01","7"
"360001",2017,"I_006_01","5"
"360003",2017,"I_006_01","5"
"360003",2018,"I_006_01","5"
"360008",2016,"I_006_01","4"
"360008",2017,"I_006_01","7"
"360008",2018,"I_006_01","7"
"360009",2017,"I_006_01","7"
"360009",2018,"I_006_01","7"
"360010",2017,"I_006_01","7"
"360010",2018,"I_006_01","7"
"360016",2017,"I_006_01","7"
"360016",2018,"I_006_01","7"
"360025",2016,"I_006_01","4"
"360032",2017,"I_006_01","7"
"360032",2018,"I_006_01","7"
"360035",2017,"I_006_01","7"
"360036",2017,"I_006_01","7"
"360036",2018,"I_006_01","7"
"360051",2016,"I_006_01","4"
"360051",2018,"I_006_01","7"
"360054",2016,"I_006_01","4"
"360054",2018,"I_006_01","7"
"360056",2016,"I_006_01","4"
"360056",2017,"I_006_01","7"
"360056",2018,"I_006_01","7"
"360059",2016,"I_006_01","4"
"360064",2016,"I_006_01","4"
"360066",2017,"I_006_01","7"
"360066",2018,"I_006_01","7"
"360070",2017,"I_006_01","7"
"360070",2018,"I_006_01","7"
"360074",2017,"I_006_01","7"
"360074",2018,"I_006_01","7"
"360076",2017,"I_006_01","7"
"360076",2018,"I_006_01","7"
"360079",2017,"I_006_01","7"
"360079",2018,"I_006_01","7"
"360081",2017,"I_006_01","7"
"360081",2018,"I_006_01","7"
"360082",2016,"I_006_01","4"
"360084",2018,"I_006_01","7"
"360085",2016,"I_006_01","4"
"360086",2016,"I_006_01","4"
"360098",2017,"I_006_01","7"
"360098",2018,"I_006_01","7"
"360118",2017,"I_006_01","7"
"360118",2018,"I_006_01","7"
"360121",2017,"I_006_01","5"
"360121",2018,"I_006_01","5"
"360137",2017,"I_006_01","5"
"360137",2018,"I_006_01","5"
"360151",2017,"I_006_01","7"
"360153",2017,"I_006_01","7"
"360153",2018,"I_006_01","7"
"360155",2017,"I_006_01","7"
"360155",2018,"I_006_01","7"
"360163",2016,"I_006_01","4"
"360163",2018,"I_006_01","7"
"360172",2016,"I_006_01","4"
"360172",2017,"I_006_01","7"
"360174",2017,"I_006_01","7"
"360174",2018,"I_006_01","7"
"360180",2017,"I_006_01","7"
"360180",2018,"I_006_01","7"
"360189",2017,"I_006_01","5"
"360189",2018,"I_006_01","5"
"360211",2017,"I_006_01","7"
"360211",2018,"I_006_01","7"
"360218",2017,"I_006_01","7"
"360218",2018,"I_006_01","7"
"360234",2017,"I_006_01","7"
"360234",2018,"I_006_01","7"
"360241",2016,"I_006_01","4"
"363026",2016,"I_006_01","4"
"363032",2017,"I_006_01","5"
"363032",2018,"I_006_01","5"
"363033",2017,"I_006_01","7"
"363033",2018,"I_006_01","7"
"363034",2016,"I_006_01","4"
"363035",2016,"I_006_01","4"
"363036",2016,"I_006_01","4"
"363037",2016,"I_006_01","4"
"363039",2018,"I_006_01","7"
"363040",2018,"I_006_01","7"
"363041",2018,"I_006_01","7"
"363042",2017,"I_006_01","5"
"370001",2016,"I_006_01","4"
"370001",2018,"I_006_01","7"
"370008",2017,"I_006_01","7"
"370008",2018,"I_006_01","7"
"370018",2017,"I_006_01","7"
"370018",2018,"I_006_01","7"
"370020",2017,"I_006_01","7"
"370020",2018,"I_006_01","7"
"370023",2017,"I_006_01","7"
"370023",2018,"I_006_01","7"
"370025",2016,"I_006_01","4"
"370025",2017,"I_006_01","7"
"370025",2018,"I_006_01","7"
"370026",2017,"I_006_01","7"
"370026",2018,"I_006_01","7"
"370029",2017,"I_006_01","7"
"370029",2018,"I_006_01","7"
"370032",2017,"I_006_01","7"
"370032",2018,"I_006_01","7"
"370034",2017,"I_006_01","7"
"370034",2018,"I_006_01","7"
"370037",2017,"I_006_01","7"
"370037",2018,"I_006_01","7"
"370047",2017,"I_006_01","7"
"370047",2018,"I_006_01","7"
"370049",2017,"I_006_01","7"
"370049",2018,"I_006_01","7"
"370056",2017,"I_006_01","7"
"370056",2018,"I_006_01","7"
"370089",2017,"I_006_01","7"
"370089",2018,"I_006_01","7"
"370091",2017,"I_006_01","7"
"370097",2017,"I_006_01","7"
"370097",2018,"I_006_01","7"
"370106",2016,"I_006_01","4"
"370114",2018,"I_006_01","5"
"370149",2017,"I_006_01","5"
"370149",2018,"I_006_01","5"
"373025",2016,"I_006_01","4"
"373034",2018,"I_006_01","7"
"373035",2017,"I_006_01","5"
"380001",2017,"I_006_01","7"
"380001",2018,"I_006_01","7"
"380017",2017,"I_006_01","7"
"380017",2018,"I_006_01","7"
"380018",2018,"I_006_01","7"
"380033",2017,"I_006_01","7"
"380033",2018,"I_006_01","7"
"380051",2017,"I_006_01","7"
"380051",2018,"I_006_01","7"
"380061",2017,"I_006_01","7"
"380061",2018,"I_006_01","7"
"380075",2017,"I_006_01","7"
"380075",2018,"I_006_01","7"
"390002",2017,"I_006_01","7"
"390002",2018,"I_006_01","7"
"390009",2017,"I_006_01","7"
"390009",2018,"I_006_01","7"
"390013",2017,"I_006_01","7"
"390013",2018,"I_006_01","7"
"390016",2016,"I_006_01","4"
"390016",2017,"I_006_01","7"
"390016",2018,"I_006_01","7"
"390027",2017,"I_006_01","7"
"390027",2018,"I_006_01","7"
"390028",2016,"I_006_01","4"
"390031",2017,"I_006_01","7"
"390031",2018,"I_006_01","7"
"390032",2017,"I_006_01","5"
"390036",2017,"I_006_01","7"
"390037",2017,"I_006_01","7"
"390037",2018,"I_006_01","7"
"390041",2017,"I_006_01","7"
"390041",2018,"I_006_01","7"
"390042",2017,"I_006_01","7"
"390042",2018,"I_006_01","7"
"390044",2016,"I_006_01","4"
"390044",2017,"I_006_01","7"
"390044",2018,"I_006_01","7"
"390045",2017,"I_006_01","7"
"390049",2016,"I_006_01","4"
"390049",2017,"I_006_01","7"
"390057",2017,"I_006_01","7"
"390057",2018,"I_006_01","7"
"390058",2017,"I_006_01","7"
"390058",2018,"I_006_01","7"
"390061",2017,"I_006_01","7"
"390061",2018,"I_006_01","7"
"390066",2017,"I_006_01","7"
"390066",2018,"I_006_01","7"
"390081",2016,"I_006_01","4"
"390081",2017,"I_006_01","7"
"390081",2018,"I_006_01","7"
"390086",2017,"I_006_01","7"
"390086",2018,"I_006_01","7"
"390090",2017,"I_006_01","7"
"390090",2018,"I_006_01","7"
"390091",2017,"I_006_01","7"
"390091",2018,"I_006_01","7"
"390093",2017,"I_006_01","7"
"390093",2018,"I_006_01","7"
"390102",2016,"I_006_01","4"
"390102",2017,"I_006_01","7"
"390102",2018,"I_006_01","7"
"390107",2017,"I_006_01","7"
"390107",2018,"I_006_01","7"
"390110",2016,"I_006_01","4"
"390110",2017,"I_006_01","7"
"390111",2016,"I_006_01","4"
"390113",2017,"I_006_01","7"
"390113",2018,"I_006_01","7"
"390125",2017,"I_006_01","7"
"390125",2018,"I_006_01","7"
"390127",2017,"I_006_01","7"
"390127",2018,"I_006_01","7"
"390137",2016,"I_006_01","4"
"390137",2017,"I_006_01","7"
"390137",2018,"I_006_01","7"
"390142",2016,"I_006_01","4"
"390145",2017,"I_006_01","7"
"390145",2018,"I_006_01","7"
"390147",2017,"I_006_01","7"
"390147",2018,"I_006_01","7"
"390151",2017,"I_006_01","7"
"390151",2018,"I_006_01","7"
"390156",2017,"I_006_01","7"
"390156",2018,"I_006_01","7"
"390157",2017,"I_006_01","7"
"390157",2018,"I_006_01","7"
"390160",2017,"I_006_01","7"
"390160",2018,"I_006_01","7"
"390162",2017,"I_006_01","7"
"390162",2018,"I_006_01","7"
"390163",2017,"I_006_01","7"
"390163",2018,"I_006_01","7"
"390164",2016,"I_006_01","4"
"390164",2018,"I_006_01","7"
"390173",2017,"I_006_01","7"
"390173",2018,"I_006_01","7"
"390174",2016,"I_006_01","4"
"390178",2017,"I_006_01","7"
"390180",2016,"I_006_01","4"
"390185",2017,"I_006_01","7"
"390185",2018,"I_006_01","7"
"390194",2017,"I_006_01","7"
"390194",2018,"I_006_01","7"
"390198",2017,"I_006_01","7"
"390198",2018,"I_006_01","7"
"390201",2017,"I_006_01","5"
"390204",2017,"I_006_01","7"
"390204",2018,"I_006_01","7"
"390211",2017,"I_006_01","7"
"390211",2018,"I_006_01","7"
"390225",2017,"I_006_01","7"
"390225",2018,"I_006_01","7"
"390231",2017,"I_006_01","7"
"390231",2018,"I_006_01","7"
"390258",2017,"I_006_01","5"
"390263",2017,"I_006_01","5"
"390265",2017,"I_006_01","7"
"390265",2018,"I_006_01","7"
"390267",2016,"I_006_01","4"
"390267",2017,"I_006_01","7"
"390267",2018,"I_006_01","7"
"390270",2017,"I_006_01","7"
"390270",2018,"I_006_01","7"
"390304",2017,"I_006_01","7"
"390304",2018,"I_006_01","7"
"390327",2016,"I_006_01","4"
"390328",2016,"I_006_01","4"
"390328",2017,"I_006_01","7"
"390328",2018,"I_006_01","7"
"393025",2016,"I_006_01","4"
"393025",2018,"I_006_01","7"
"393026",2017,"I_006_01","7"
"393026",2018,"I_006_01","7"
"393027",2016,"I_006_01","4"
"393030",2016,"I_006_01","4"
"393031",2016,"I_006_01","4"
"393035",2016,"I_006_01","4"
"393036",2016,"I_006_01","4"
"393036",2017,"I_006_01","7"
"393036",2018,"I_006_01","7"
"393037",2016,"I_006_01","4"
"393038",2016,"I_006_01","4"
"393039",2016,"I_006_01","4"
"393040",2016,"I_006_01","4"
"393045",2016,"I_006_01","4"
"393045",2018,"I_006_01","7"
"393046",2017,"I_006_01","7"
"393046",2018,"I_006_01","7"
"393047",2017,"I_006_01","7"
"393047",2018,"I_006_01","7"
"393053",2016,"I_006_01","4"
"393054",2016,"I_006_01","4"
"393054",2017,"I_006_01","7"
"393054",2018,"I_006_01","7"
"393056",2017,"I_006_01","7"
"400003",2017,"I_006_01","5"
"400003",2018,"I_006_01","5"
"400014",2017,"I_006_01","7"
"400014",2018,"I_006_01","7"
"400021",2017,"I_006_01","7"
"400021",2018,"I_006_01","7"
"403025",2017,"I_006_01","7"
"403025",2018,"I_006_01","7"
"403027",2018,"I_006_01","7"
"410001",2017,"I_006_01","7"
"410005",2017,"I_006_01","7"
"410005",2018,"I_006_01","7"
"410006",2017,"I_006_01","7"
"410006",2018,"I_006_01","7"
"410007",2017,"I_006_01","7"
"410007",2018,"I_006_01","7"
"410009",2017,"I_006_01","7"
"410009",2018,"I_006_01","7"
"413025",2017,"I_006_01","7"
"413025",2018,"I_006_01","7"
"420023",2017,"I_006_01","7"
"420023",2018,"I_006_01","7"
"420030",2017,"I_006_01","7"
"420030",2018,"I_006_01","7"
"420036",2017,"I_006_01","7"
"420036",2018,"I_006_01","7"
"420067",2017,"I_006_01","7"
"420067",2018,"I_006_01","7"
"420068",2017,"I_006_01","7"
"420068",2018,"I_006_01","7"
"420070",2017,"I_006_01","7"
"420070",2018,"I_006_01","7"
"420078",2016,"I_006_01","4"
"420083",2017,"I_006_01","7"
"420083",2018,"I_006_01","7"
"420087",2016,"I_006_01","4"
"420087",2017,"I_006_01","7"
"420091",2017,"I_006_01","7"
"420091",2018,"I_006_01","7"
"420098",2016,"I_006_01","4"
"420101",2017,"I_006_01","5"
"420101",2018,"I_006_01","5"
"423025",2016,"I_006_01","4"
"423025",2017,"I_006_01","7"
"423025",2018,"I_006_01","7"
"423026",2017,"I_006_01","7"
"423026",2018,"I_006_01","7"
"423027",2017,"I_006_01","7"
"423027",2018,"I_006_01","7"
"423028",2017,"I_006_01","7"
"423029",2016,"I_006_01","4"
"423030",2017,"I_006_01","7"
"423030",2018,"I_006_01","7"
"423031",2017,"I_006_01","7"
"423031",2018,"I_006_01","7"
"430012",2017,"I_006_01","5"
"430012",2018,"I_006_01","5"
"430016",2016,"I_006_01","4"
"430016",2017,"I_006_01","7"
"430027",2018,"I_006_01","2"
"430077",2017,"I_006_01","7"
"440002",2016,"I_006_01","4"
"440003",2018,"I_006_01","7"
"440006",2016,"I_006_01","4"
"440009",2017,"I_006_01","5"
"440009",2018,"I_006_01","5"
"440035",2017,"I_006_01","7"
"440035",2018,"I_006_01","7"
"440046",2017,"I_006_01","7"
"440046",2018,"I_006_01","7"
"440050",2017,"I_006_01","7"
"440050",2018,"I_006_01","7"
"440058",2017,"I_006_01","7"
"440058",2018,"I_006_01","7"
"440059",2016,"I_006_01","4"
"440059",2017,"I_006_01","7"
"440059",2018,"I_006_01","7"
"440067",2017,"I_006_01","7"
"440067",2018,"I_006_01","7"
"440120",2017,"I_006_01","7"
"440120",2018,"I_006_01","7"
"440133",2017,"I_006_01","7"
"440133",2018,"I_006_01","7"
"440150",2017,"I_006_01","7"
"440151",2017,"I_006_01","7"
"440151",2018,"I_006_01","7"
"440152",2016,"I_006_01","4"
"440152",2017,"I_006_01","7"
"440152",2018,"I_006_01","7"
"440156",2017,"I_006_01","7"
"440156",2018,"I_006_01","7"
"440162",2017,"I_006_01","5"
"440175",2017,"I_006_01","7"
"440175",2018,"I_006_01","7"
"440183",2017,"I_006_01","7"
"440183",2018,"I_006_01","7"
"440187",2017,"I_006_01","7"
"440187",2018,"I_006_01","7"
"440193",2017,"I_006_01","7"
"440193",2018,"I_006_01","7"
"440197",2017,"I_006_01","7"
"440197",2018,"I_006_01","7"
"440200",2017,"I_006_01","5"
"440200",2018,"I_006_01","5"
"440231",2016,"I_006_01","4"
"440231",2018,"I_006_01","7"
"443025",2016,"I_006_01","4"
"443027",2016,"I_006_01","4"
"443027",2017,"I_006_01","7"
"443028",2016,"I_006_01","4"
"443029",2016,"I_006_01","4"
"443029",2017,"I_006_01","7"
"443029",2018,"I_006_01","7"
"443030",2016,"I_006_01","4"
"443030",2017,"I_006_01","7"
"443030",2018,"I_006_01","7"
"443031",2016,"I_006_01","4"
"443031",2017,"I_006_01","7"
"443031",2018,"I_006_01","7"
"443032",2016,"I_006_01","4"
"443033",2016,"I_006_01","4"
"443035",2017,"I_006_01","7"
"443035",2018,"I_006_01","7"
"450002",2017,"I_006_01","5"
"450002",2018,"I_006_01","5"
"450007",2017,"I_006_01","7"
"450007",2018,"I_006_01","7"
"450011",2018,"I_006_01","5"
"450015",2016,"I_006_01","4"
"450015",2017,"I_006_01","7"
"450032",2017,"I_006_01","7"
"450032",2018,"I_006_01","7"
"450033",2017,"I_006_01","7"
"450033",2018,"I_006_01","7"
"450035",2017,"I_006_01","7"
"450035",2018,"I_006_01","7"
"450037",2016,"I_006_01","4"
"450040",2017,"I_006_01","5"
"450046",2016,"I_006_01","4"
"450058",2016,"I_006_01","4"
"450068",2017,"I_006_01","7"
"450068",2018,"I_006_01","7"
"450072",2017,"I_006_01","7"
"450072",2018,"I_006_01","7"
"450079",2017,"I_006_01","7"
"450079",2018,"I_006_01","7"
"450080",2017,"I_006_01","7"
"450080",2018,"I_006_01","7"
"450092",2017,"I_006_01","7"
"450092",2018,"I_006_01","7"
"450097",2016,"I_006_01","4"
"450097",2017,"I_006_01","7"
"450097",2018,"I_006_01","7"
"450101",2017,"I_006_01","7"
"450101",2018,"I_006_01","7"
"450104",2017,"I_006_01","7"
"450104",2018,"I_006_01","7"
"450107",2016,"I_006_01","4"
"450119",2016,"I_006_01","4"
"450130",2017,"I_006_01","7"
"450130",2018,"I_006_01","7"
"450132",2016,"I_006_01","4"
"450132",2018,"I_006_01","7"
"450137",2018,"I_006_01","5"
"450147",2017,"I_006_01","7"
"450147",2018,"I_006_01","7"
"450176",2016,"I_006_01","4"
"450184",2016,"I_006_01","4"
"450193",2017,"I_006_01","7"
"450193",2018,"I_006_01","7"
"450196",2017,"I_006_01","7"
"450196",2018,"I_006_01","7"
"450209",2017,"I_006_01","7"
"450209",2018,"I_006_01","7"
"450211",2017,"I_006_01","7"
"450211",2018,"I_006_01","7"
"450213",2016,"I_006_01","4"
"450222",2016,"I_006_01","4"
"450222",2017,"I_006_01","7"
"450222",2018,"I_006_01","7"
"450229",2016,"I_006_01","4"
"450231",2016,"I_006_01","4"
"450236",2017,"I_006_01","7"
"450236",2018,"I_006_01","7"
"450271",2017,"I_006_01","7"
"450271",2018,"I_006_01","7"
"450289",2017,"I_006_01","7"
"450289",2018,"I_006_01","7"
"450324",2016,"I_006_01","4"
"450324",2018,"I_006_01","7"
"450346",2017,"I_006_01","7"
"450346",2018,"I_006_01","7"
"450347",2017,"I_006_01","7"
"450347",2018,"I_006_01","7"
"450352",2017,"I_006_01","7"
"450352",2018,"I_006_01","7"
"450358",2016,"I_006_01","4"
"450388",2016,"I_006_01","4"
"450403",2017,"I_006_01","7"
"450403",2018,"I_006_01","7"
"450424",2017,"I_006_01","7"
"450424",2018,"I_006_01","7"
"450431",2016,"I_006_01","4"
"450462",2017,"I_006_01","7"
"450462",2018,"I_006_01","7"
"450508",2016,"I_006_01","4"
"450508",2017,"I_006_01","7"
"450508",2018,"I_006_01","7"
"450518",2017,"I_006_01","7"
"450518",2018,"I_006_01","7"
"450563",2018,"I_006_01","7"
"450571",2017,"I_006_01","7"
"450617",2016,"I_006_01","4"
"450638",2018,"I_006_01","7"
"450643",2017,"I_006_01","7"
"450643",2018,"I_006_01","7"
"450644",2017,"I_006_01","7"
"450644",2018,"I_006_01","7"
"450647",2017,"I_006_01","5"
"450661",2017,"I_006_01","7"
"450661",2018,"I_006_01","7"
"450668",2016,"I_006_01","4"
"450669",2017,"I_006_01","7"
"450669",2018,"I_006_01","7"
"450670",2016,"I_006_01","4"
"450670",2017,"I_006_01","7"
"450670",2018,"I_006_01","7"
"450672",2018,"I_006_01","7"
"450697",2017,"I_006_01","7"
"450697",2018,"I_006_01","7"
"450718",2017,"I_006_01","7"
"450718",2018,"I_006_01","7"
"450747",2017,"I_006_01","7"
"450747",2018,"I_006_01","7"
"450766",2016,"I_006_01","4"
"450775",2016,"I_006_01","4"
"450788",2016,"I_006_01","4"
"450788",2018,"I_006_01","7"
"450809",2017,"I_006_01","7"
"450809",2018,"I_006_01","7"
"450862",2018,"I_006_01","7"
"450869",2016,"I_006_01","4"
"453025",2016,"I_006_01","4"
"453029",2016,"I_006_01","4"
"453031",2016,"I_006_01","4"
"453035",2016,"I_006_01","4"
"453036",2016,"I_006_01","4"
"453040",2016,"I_006_01","4"
"453040",2018,"I_006_01","7"
"453041",2016,"I_006_01","4"
"453041",2017,"I_006_01","7"
"453041",2018,"I_006_01","7"
"453042",2016,"I_006_01","4"
"453044",2016,"I_006_01","4"
"453047",2016,"I_006_01","4"
"453047",2017,"I_006_01","7"
"453048",2016,"I_006_01","4"
"453048",2017,"I_006_01","7"
"453048",2018,"I_006_01","7"
"453052",2016,"I_006_01","4"
"453052",2018,"I_006_01","7"
"453053",2016,"I_006_01","4"
"453054",2016,"I_006_01","4"
"453056",2016,"I_006_01","4"
"453057",2016,"I_006_01","4"
"453059",2016,"I_006_01","4"
"453065",2016,"I_006_01","4"
"453072",2016,"I_006_01","4"
"453072",2017,"I_006_01","7"
"453072",2018,"I_006_01","7"
"453086",2016,"I_006_01","4"
"453091",2017,"I_006_01","7"
"453091",2018,"I_006_01","7"
"453092",2016,"I_006_01","4"
"453092",2017,"I_006_01","7"
"453092",2018,"I_006_01","7"
"460001",2016,"I_006_01","4"
"460003",2017,"I_006_01","7"
"460003",2018,"I_006_01","7"
"460004",2017,"I_006_01","7"
"460004",2018,"I_006_01","7"
"460005",2017,"I_006_01","5"
"460005",2018,"I_006_01","5"
